absent,/ˈæb.sənt/,adj.,缺席的,The student was absent from class.,學生缺席了課堂。
accept,/ækˈsept/,v.,接受,She will accept the job offer.,她會接受這份工作邀請。
accident,/ˈæk.sə.dənt/,n.,意外,He had an accident on the way home.,他在回家的路上發生了意外。
active,/ˈæk.tɪv/,adj.,活躍的,She is an active member of the club.,她是俱樂部的活躍成員。
activity,/ækˈtɪv.ə.ti/,n.,活動,The school organizes many activities.,學校組織了許多活動。
add,/æd/,v.,添加,Please add more sugar to the coffee.,請在咖啡裡加更多糖。
address,/əˈdres/,n.,地址,What is your home address?,你的家庭地址是什麼？
admire,/ədˈmaɪər/,v.,佩服,I admire her courage.,我佩服她的勇氣。
adult,/ˈæd.ʌlt/,n.,成人,Adults should set a good example.,成人應該樹立好榜樣。
advertisement,/ədˈvɜː.tɪs.mənt/,n.,廣告,The advertisement caught my attention.,這則廣告引起了我的注意。
advice,/ədˈvaɪs/,n.,建議,She gave me some good advice.,她給了我一些好建議。
advise,/ədˈvaɪz/,v.,建議,He advised me to take a break.,他建議我休息一下。
affect,/əˈfekt/,v.,影響,The weather will affect our plans.,天氣會影響我們的計劃。
against,/əˈɡenst/,prep.,反對,She is against the new policy.,她反對新政策。
aim,/eɪm/,n.,目標,His aim is to become a doctor.,他的目標是成為一名醫生。
air conditioner,/eər kənˈdɪʃ.ən.ər/,n.,空調,The air conditioner is not working.,空調不工作。
airlines,/ˈeər.laɪnz/,n.,航空公司,She works for an international airline.,她為一家國際航空公司工作。
alarm,/əˈlɑːrm/,n.,警報,The alarm went off at 7 AM.,警報在早上7點響起。
album,/ˈæl.bəm/,n.,專輯,He bought a new music album.,他買了一張新音樂專輯。
alike,/əˈlaɪk/,adj.,相似的,The twins look very much alike.,雙胞胎看起來非常相似。
alive,/əˈlaɪv/,adj.,活著的,The cat is still alive.,那隻貓還活著。
allow,/əˈlaʊ/,v.,允許,She allows her kids to watch TV.,她允許她的孩子看電視。
alone,/əˈloʊn/,adj.,獨自的,He prefers to be alone.,他喜歡獨自一人。
aloud,/əˈlaʊd/,adv.,大聲地,She read the story aloud.,她大聲朗讀故事。
alphabet,/ˈæl.fə.bɛt/,n.,字母表,He learned the alphabet quickly.,他很快學會了字母表。
altogether,/ɔːl.təˈɡeð.ər/,adv.,總共,There are 50 students altogether.,總共有50名學生。
ambulance,/ˈæm.bjə.ləns/,n.,救護車,An ambulance arrived quickly.,救護車很快到達。
among,/əˈmʌŋ/,prep.,在...之中,She is popular among her friends.,她在朋友中很受歡迎。
amount,/əˈmaʊnt/,n.,數量,The amount of work is overwhelming.,工作量令人壓倒。
ancient,/ˈeɪn.ʃənt/,adj.,古老的,The ancient ruins are fascinating.,古老的遺跡非常迷人。
angel,/ˈeɪn.dʒəl/,n.,天使,She believes in angels.,她相信天使。
anger,/ˈæŋ.ɡər/,n.,憤怒,His anger was evident.,他的憤怒顯而易見。
ankle,/ˈæŋ.kəl/,n.,腳踝,She twisted her ankle.,她扭傷了腳踝。
anywhere,/ˈɛn.i.wɛr/,adv.,任何地方,You can sit anywhere.,你可以坐在任何地方。
apologize,/əˈpɑː.lə.dʒaɪz/,v.,道歉,He apologized for his mistake.,他為自己的錯誤道歉。
appreciate,/əˈpriː.ʃi.eɪt/,v.,感謝,I appreciate your help.,我感謝你的幫助。
area,/ˈɛər.i.ə/,n.,區域,This is a restricted area.,這是一個限制區域。
argue,/ˈɑːr.ɡjuː/,v.,爭論,They argue about politics.,他們爭論政治。
armchair,/ˈɑːrm.tʃeər/,n.,扶手椅,He sat in the armchair.,他坐在扶手椅上。
army,/ˈɑːr.mi/,n.,軍隊,He joined the army.,他加入了軍隊。
arrange,/əˈreɪndʒ/,v.,安排,She arranged the meeting.,她安排了會議。
artist,/ˈɑːr.tɪst/,n.,藝術家,He is a famous artist.,他是一位著名的藝術家。
asleep,/əˈsliːp/,adj.,睡著的,The baby is asleep.,寶寶睡著了。
assistant,/əˈsɪs.tənt/,n.,助手,She is the manager's assistant.,她是經理的助手。
assume,/əˈsjuːm/,v.,假設,I assume you are ready.,我假設你已經準備好了。
attention,/əˈten.ʃən/,n.,注意,Pay attention to the details.,注意細節。
available,/əˈveɪ.lə.bəl/,adj.,可用的,The book is available online.,這本書可以在網上找到。
avoid,/əˈvɔɪd/,v.,避免,He tries to avoid conflicts.,他努力避免衝突。
baby sitter,/ˈbeɪ.bi ˈsɪt.ər/,n.,保姆,She hired a baby sitter.,她雇了一個保姆。
backpack,/ˈbæk.pæk/,n.,背包,He carried a heavy backpack.,他背著一個沉重的背包。
backward,/ˈbæk.wɜːrd/,adj.,向後的,The car moved backward.,汽車向後移動。
balloon,/bəˈluːn/,n.,氣球,She blew up a balloon.,她吹起了一個氣球。
barber,/ˈbɑːr.bər/,n.,理髮師,He went to the barber.,他去了理髮師那裡。
bark,/bɑːrk/,v.,吠叫,The dog barked loudly.,狗大聲吠叫。
basement,/ˈbeɪs.mənt/,n.,地下室,The basement is dark.,地下室很暗。
basic,/ˈbeɪ.sɪk/,adj.,基本的,These are the basic rules.,這些是基本規則。
bathe,/beɪð/,v.,洗澡,She likes to bathe in the morning.,她喜歡早上洗澡。
beard,/bɪərd/,n.,鬍子,He has a long beard.,他有一個長鬍子。
beat,/biːt/,v.,打敗,He beat his opponent.,他打敗了對手。
beauty,/ˈbjuː.ti/,n.,美麗,She admires the beauty of nature.,她佩服大自然的美麗。
beer,/bɪər/,n.,啤酒,He drank a cold beer.,他喝了一杯冰啤酒。
beginner,/bɪˈɡɪn.ər/,n.,初學者,She is a beginner in piano.,她是鋼琴的初學者。
behave,/bɪˈheɪv/,v.,表現,He behaves well in class.,他在課堂上表現良好。
besides,/bɪˈsaɪdz/,prep.,除了,Besides English, she speaks French.,除了英語，她還會說法語。
beyond,/bɪˈjɑːnd/,prep.,超過,The task is beyond his ability.,這項任務超出了他的能力。
bill,/bɪl/,n.,帳單,He paid the bill.,他付了帳單。
biology,/baɪˈɑː.lə.dʒi/,n.,生物學,She studies biology.,她學習生物學。
bitter,/ˈbɪt.ər/,adj.,苦的,The coffee tastes bitter.,咖啡味道苦。
blame,/bleɪm/,v.,責備,He blames her for the mistake.,他責備她犯了錯誤。
blank,/blæŋk/,adj.,空白的,The page is blank.,這頁是空白的。
bless,/blɛs/,v.,祝福,May God bless you.,願上帝保佑你。
blood,/blʌd/,n.,血液,He donated blood.,他捐了血。
blouse,/blaʊz/,n.,女襯衫,She wore a white blouse.,她穿了一件白色女襯衫。
board,/bɔːrd/,n.,板子,He wrote on the board.,他在板子上寫字。
bomb,/bɒm/,n.,炸彈,The bomb exploded.,炸彈爆炸了。
bone,/boʊn/,n.,骨頭,He broke his arm bone.,他斷了手臂骨。
bookcase,/ˈbʊk.keɪs/,n.,書架,The bookcase is full of books.,書架上滿是書。
bother,/ˈbɑː.ðər/,v.,打擾,Don't bother me.,不要打擾我。
bowling,/ˈboʊ.lɪŋ/,n.,保齡球,He enjoys bowling.,他喜歡打保齡球。
branch,/bræntʃ/,n.,分支,The tree has many branches.,這棵樹有很多分支。
brave,/breɪv/,adj.,勇敢的,He is a brave soldier.,他是一名勇敢的士兵。
brick,/brɪk/,n.,磚塊,The wall is made of bricks.,這面牆是由磚塊砌成的。
broad,/brɔːd/,adj.,寬的,The road is broad.,這條路很寬。
broadcast,/ˈbrɔːd.kæst/,v.,廣播,The news was broadcast live.,新聞是現場直播的。
brunch,/brʌntʃ/,n.,早午餐,We had brunch at the café.,我們在咖啡館吃了早午餐。
bucket,/ˈbʌk.ɪt/,n.,水桶,She filled the bucket with water.,她用水裝滿了水桶。
buffet,/ˈbʌf.eɪ/,n.,自助餐,The buffet offers a variety of dishes.,自助餐提供各種菜餚。
bundle,/ˈbʌn.dəl/,n.,捆,He carried a bundle of clothes.,他抱著一捆衣服。
burger,/ˈbɜːr.ɡər/,n.,漢堡,He ordered a cheeseburger.,他點了一個芝士漢堡。
burst,/bɜːrst/,v.,爆裂,The balloon burst.,氣球爆裂了。
button,/ˈbʌt.ən/,n.,紐扣,He buttoned his shirt.,他扣上了襯衫的紐扣。
cabbage,/ˈkæb.ɪdʒ/,n.,洋白菜,She chopped the cabbage.,她切了洋白菜。
cable,/ˈkeɪ.bəl/,n.,電纜,He connected the cable to the TV.,他將電纜連接到電視上。
cafeteria,/ˌkæf.əˈtɪər.i.ə/,n.,自助餐廳,The cafeteria serves healthy food.,自助餐廳提供健康食品。
calendar,/ˈkæl.ən.dər/,n.,日曆,She marked the date on the calendar.,她在日曆上標記了日期。
calm,/kɑːm/,adj.,平靜的,The sea is calm today.,今天海面很平靜。
campus,/ˈkæm.pəs/,n.,校園,The campus is beautiful.,校園很美麗。
cancel,/ˈkæn.səl/,v.,取消,He had to cancel the meeting.,他不得不取消會議。
cancer,/ˈkæn.sər/,n.,癌症,She is fighting cancer.,她正在與癌症作鬥爭。
captain,/ˈkæp.tɪn/,n.,船長,The captain steered the ship.,船長駕駛著船。
careless,/ˈkeər.lɪs/,adj.,粗心的,He is careless with his belongings.,他對自己的物品很粗心。
carpet,/ˈkɑːr.pɪt/,n.,地毯,The carpet is soft.,地毯很軟。
carrot,/ˈkæ.rət/,n.,胡蘿蔔,She ate a raw carrot.,她吃了一根生胡蘿蔔。
cartoon,/kɑːrˈtuːn/,n.,卡通,He watches cartoons every day.,他每天看卡通。
cash,/kæʃ/,n.,現金,He paid in cash.,他用現金支付。
cassette,/kəˈsɛt/,n.,磁帶,He listened to a music cassette.,他聽了一盒音樂磁帶。
cause,/kɔːz/,n.,原因,The cause of the accident is unknown.,事故的原因不明。
ceiling,/ˈsiː.lɪŋ/,n.,天花板,The ceiling is high.,天花板很高。
central,/ˈsɛn.trəl/,adj.,中央的,The central park is beautiful.,中央公園很美麗。
century,/ˈsɛn.tʃʊər.i/,n.,世紀,The 20th century was a time of change.,20世紀是一個變革的時代。
cereal,/ˈsɪər.i.əl/,n.,麥片,She ate cereal for breakfast.,她早餐吃了麥片。
certain,/ˈsɜːr.tən/,adj.,某些,Certain books are rare.,某些書很稀有。
channel,/ˈtʃæn.əl/,n.,頻道,He changed the TV channel.,他換了電視頻道。
character,/ˈkær.ək.tər/,n.,角色,She played a character in the play.,她在戲劇中扮演了一個角色。
charge,/tʃɑːrdʒ/,v.,收費,He charged me for the service.,他向我收取服務費。
chart,/tʃɑːrt/,n.,圖表,The chart shows the sales data.,圖表顯示了銷售數據。
chase,/tʃeɪs/,v.,追逐,The dog chased the cat.,狗追逐著貓。
chemistry,/ˈkɛm.ɪ.stri/,n.,化學,He studies chemistry.,他學習化學。
childhood,/ˈtʃaɪld.hʊd/,n.,童年,His childhood was happy.,他的童年很快樂。
childish,/ˈtʃaɪl.dɪʃ/,adj.,幼稚的,His behavior is childish.,他的行為很幼稚。
childlike,/ˈtʃaɪld.laɪk/,adj.,孩子氣的,She has a childlike innocence.,她有一種孩子氣的天真。
chin,/tʃɪn/,n.,下巴,He has a strong chin.,他有一個堅毅的下巴。
choice,/tʃɔɪs/,n.,選擇,She made a wise choice.,她做了一個明智的選擇。
chubby,/ˈtʃʌb.i/,adj.,胖乎乎的,The baby has chubby cheeks.,寶寶有胖乎乎的臉頰。
classical,/ˈklæs.ɪ.kəl/,adj.,古典的,He listens to classical music.,他聽古典音樂。
clever,/ˈklɛv.ər/,adj.,聰明的,She is a clever student.,她是一個聰明的學生。
climate,/ˈklaɪ.mɪt/,n.,氣候,The climate is changing.,氣候正在變化。
closet,/ˈklɒz.ɪt/,n.,衣櫃,She hung her clothes in the closet.,她把衣服掛在衣櫃裡。
cloud,/klaʊd/,n.,雲,The sky is full of clouds.,天空布滿了雲。
coach,/kəʊtʃ/,n.,教練,He is the football coach.,他是足球教練。
coast,/kəʊst/,n.,海岸,The coast is beautiful.,海岸很美麗。
cockroach,/ˈkɒk.rəʊtʃ/,n.,蟑螂,There is a cockroach in the kitchen.,廚房裡有一隻蟑螂。
coin,/kɔɪn/,n.,硬幣,He flipped a coin.,他拋了一枚硬幣。
college,/ˈkɒl.ɪdʒ/,n.,大學,She goes to college.,她上大學。
colorful,/ˈkʌl.ər.fəl/,adj.,色彩繽紛的,The garden is colorful.,花園色彩繽紛。
command,/kəˈmænd/,v.,命令,He commanded the troops.,他指揮部隊。
comment,/ˈkɒm.ent/,n.,評論,She made a comment on the article.,她對文章發表了評論。
company,/ˈkʌm.pə.ni/,n.,公司,He works for a big company.,他為一家大公司工作。
compare,/kəmˈpeər/,v.,比較,She compared the two books.,她比較了兩本書。
complain,/kəmˈpleɪn/,v.,抱怨,He complained about the noise.,他抱怨噪音。
complete,/kəmˈpliːt/,adj.,完整的,The task is complete.,任務已完成。
completion,/kəmˈpliː.ʃən/,n.,完成,The completion of the project is near.,項目的完成即將到來。
concern,/kənˈsɜːrn/,n.,關心,She showed concern for her friend.,她關心她的朋友。
confident,/ˈkɒn.fɪ.dənt/,adj.,自信的,He is confident about his skills.,他對自己的技能很有信心。
confuse,/kənˈfjuːz/,v.,混淆,He confused the names.,他混淆了名字。
congratulation,/kənˌɡrætʃ.əˈleɪ.ʃən/,n.,祝賀,She received congratulations on her promotion.,她因晉升而受到祝賀。
consider,/kənˈsɪd.ər/,v.,考慮,He considered the offer.,他考慮了這個提議。
considerate,/kənˈsɪd.ər.ɪt/,adj.,體貼的,She is a considerate person.,她是一個體貼的人。
contact lens,/ˈkɒn.tækt ˌlɛnz/,n.,隱形眼鏡,She wears contact lenses.,她戴隱形眼鏡。
continue,/kənˈtɪn.juː/,v.,繼續,He will continue his studies.,他將繼續他的學業。
contract,/ˈkɒn.trækt/,n.,合同,He signed the contract.,他簽了合同。
control,/kənˈtrəʊl/,v.,控制,She controls the situation.,她控制了局面。
convenience store,/kənˈviː.ni.əns ˌstɔːr/,n.,便利店,He bought snacks at the convenience store.,他在便利店買了零食。
conversation,/ˌkɒn.vərˈseɪ.ʃən/,n.,對話,They had a long conversation.,他們有一次長時間的對話。
corn,/kɔːrn/,n.,玉米,She cooked corn for dinner.,她做了玉米當晚餐。
cotton,/ˈkɒt.ən/,n.,棉花,The shirt is made of cotton.,這件襯衫是棉製的。
cough,/kɒf/,v.,咳嗽,He coughed loudly.,他大聲咳嗽。
couple,/ˈkʌp.əl/,n.,夫婦,The couple celebrated their anniversary.,這對夫婦慶祝了他們的結婚紀念日。
courage,/ˈkʌr.ɪdʒ/,n.,勇氣,He showed courage in the face of danger.,他在危險面前表現出勇氣。
court,/kɔːrt/,n.,法院,The case went to court.,這個案子進了法院。
cowboy,/ˈkaʊ.bɔɪ/,n.,牛仔,He dressed like a cowboy.,他打扮得像個牛仔。
crab,/kræb/,n.,螃蟹,She caught a crab.,她抓到了一隻螃蟹。
crayon,/ˈkreɪ.ɒn/,n.,蠟筆,He drew with a crayon.,他用蠟筆畫畫。
cream,/kriːm/,n.,奶油,She added cream to her coffee.,她在咖啡裡加了奶油。
create,/kriːˈeɪt/,v.,創造,He created a beautiful painting.,他創作了一幅美麗的畫。
credit card,/ˈkrɛd.ɪt ˌkɑːrd/,n.,信用卡,He paid with a credit card.,他用信用卡支付。
crime,/kraɪm/,n.,犯罪,The crime rate is high.,犯罪率很高。
crowd,/kraʊd/,n.,人群,The crowd cheered loudly.,人群大聲歡呼。
crowded,/ˈkraʊ.dɪd/,adj.,擁擠的,The room is crowded.,房間很擁擠。
cruel,/ˈkruː.əl/,adj.,殘酷的,His actions were cruel.,他的行為很殘酷。
culture,/ˈkʌl.tʃər/,n.,文化,She studies different cultures.,她研究不同的文化。
cure,/kjʊər/,v.,治癒,The doctor cured his illness.,醫生治癒了他的疾病。
curious,/ˈkjʊər.i.əs/,adj.,好奇的,She is curious about the world.,她對世界充滿好奇。
current,/ˈkʌr.ənt/,adj.,當前的,The current situation is stable.,當前的情況是穩定的。
curtain,/ˈkɜːr.tən/,n.,窗簾,She closed the curtain.,她拉上了窗簾。
curve,/kɜːrv/,n.,曲線,The road has a sharp curve.,這條路有一個急彎。
custom,/ˈkʌs.təm/,n.,習俗,It is a local custom.,這是當地的習俗。
customer,/ˈkʌs.tə.mər/,n.,顧客,The customer was satisfied.,顧客很滿意。
daily,/ˈdeɪ.li/,adj.,每日的,He reads the daily newspaper.,他每天讀報紙。
damage,/ˈdæm.ɪdʒ/,n.,損害,The storm caused damage.,風暴造成了損害。
danger,/ˈdeɪn.dʒər/,n.,危險,He is in danger.,他處於危險之中。
dawn,/dɔːn/,n.,黎明,The sun rose at dawn.,太陽在黎明時升起。
deaf,/def/,adj.,聾的,He is deaf in one ear.,他一隻耳朵聾了。
death,/dɛθ/,n.,死亡,He faced death bravely.,他勇敢地面對死亡。
debate,/dɪˈbeɪt/,n.,辯論,They had a debate on the topic.,他們就這個話題進行了辯論。
decision,/dɪˈsɪʒ.ən/,n.,決定,He made a quick decision.,他做了一個快速的決定。
decorate,/ˈdɛk.ə.reɪt/,v.,裝飾,She decorated the room.,她裝飾了房間。
decrease,/dɪˈkriːs/,v.,減少,The temperature will decrease.,溫度會下降。
deep,/diːp/,adj.,深的,The lake is deep.,這個湖很深。
deer,/dɪər/,n.,鹿,He saw a deer in the forest.,他在森林裡看到了一隻鹿。
degree,/dɪˈɡriː/,n.,學位,He earned a degree in engineering.,他獲得了工程學位。
deliver,/dɪˈlɪv.ər/,v.,交付,He will deliver the package.,他會交付包裹。
department,/dɪˈpɑːrt.mənt/,n.,部門,She works in the sales department.,她在銷售部工作。
depend,/dɪˈpɛnd/,v.,依賴,He depends on his family.,他依賴他的家人。
describe,/dɪˈskraɪb/,v.,描述,She described the scene in detail.,她詳細描述了那個場景。
desert,/dɪˈzɜːrt/,n.,沙漠,The desert is hot and dry.,沙漠炎熱乾燥。
design,/dɪˈzaɪn/,v.,設計,She designs beautiful clothes.,她設計漂亮的衣服。
desire,/dɪˈzaɪər/,n.,渴望,He has a strong desire to succeed.,他有強烈的成功渴望。
dessert,/dɪˈzɜːrt/,n.,甜點,We had ice cream for dessert.,我們吃冰淇淋當甜點。
detect,/dɪˈtekt/,v.,偵測,The police detected the crime.,警察偵測到犯罪。
develop,/dɪˈvel.əp/,v.,發展,The company developed a new product.,公司開發了一款新產品。
dial,/ˈdaɪ.əl/,v.,撥打,He dialed the wrong number.,他撥錯了號碼。
diamond,/ˈdaɪ.ə.mənd/,n.,鑽石,She wore a diamond ring.,她戴了一枚鑽石戒指。
diary,/ˈdaɪ.ər.i/,n.,日記,She writes in her diary every day.,她每天寫日記。
diet,/ˈdaɪ.ət/,n.,飲食,He is on a strict diet.,他在嚴格控制飲食。
difference,/ˈdɪf.rəns/,n.,差異,There is a big difference between them.,他們之間有很大的差異。
difficulty,/ˈdɪf.ɪ.kʌl.ti/,n.,困難,He faced many difficulties.,他面臨許多困難。
diligent,/ˈdɪl.ɪ.dʒənt/,adj.,勤奮的,She is a diligent student.,她是一個勤奮的學生。
dinosaur,/ˈdaɪ.nə.sɔːr/,n.,恐龍,Children love dinosaurs.,孩子們喜歡恐龍。
diplomat,/ˈdɪp.lə.mæt/,n.,外交官,He is a skilled diplomat.,他是一位技術嫻熟的外交官。
direct,/dɪˈrekt/,v.,指導,She directs the play.,她指導這部戲。
direction,/dɪˈrek.ʃən/,n.,方向,He asked for directions.,他問路。
disappear,/ˌdɪs.əˈpɪər/,v.,消失,The cat disappeared.,貓消失了。
discover,/dɪˈskʌv.ər/,v.,發現,He discovered a new planet.,他發現了一顆新行星。
discuss,/dɪˈskʌs/,v.,討論,They discuss the plan.,他們討論計劃。
discussion,/dɪˈskʌʃ.ən/,n.,討論,The discussion was heated.,討論很激烈。
dishonest,/dɪsˈɒn.ɪst/,adj.,不誠實的,He is a dishonest person.,他是一個不誠實的人。
distance,/ˈdɪs.təns/,n.,距離,The distance is too far.,距離太遠了。
distant,/ˈdɪs.tənt/,adj.,遙遠的,The distant mountains are beautiful.,遙遠的山很美麗。
divide,/dɪˈvaɪd/,v.,分割,He divided the cake into pieces.,他把蛋糕分成幾塊。
dizzy,/ˈdɪz.i/,adj.,頭暈的,She felt dizzy after the ride.,她乘坐過後感到頭暈。
dolphin,/ˈdɒl.fɪn/,n.,海豚,Dolphins are intelligent creatures.,海豚是聰明的生物。
donkey,/ˈdɒŋ.ki/,n.,驢子,The donkey carried the load.,驢子馱著負擔。
double,/ˈdʌb.əl/,adj.,雙倍的,The price is double.,價格是雙倍。
doubt,/daʊt/,n.,懷疑,He has doubts about the plan.,他對計劃有懷疑。
doughnut,/ˈdoʊ.nʌt/,n.,甜甜圈,He ate a chocolate doughnut.,他吃了一個巧克力甜甜圈。
downstairs,/ˌdaʊnˈstɛərz/,adv.,樓下,She went downstairs.,她下樓了。
downtown,/ˌdaʊnˈtaʊn/,n.,市中心,The downtown area is busy.,市中心很繁忙。
drama,/ˈdrɑː.mə/,n.,戲劇,She loves watching drama.,她喜歡看戲劇。
dresser,/ˈdrɛs.ər/,n.,梳妝台,She keeps her jewelry in the dresser.,她把珠寶放在梳妝台上。
drugstore,/ˈdrʌɡ.stɔːr/,n.,藥店,He bought medicine at the drugstore.,他在藥店買了藥。
dumb,/dʌm/,adj.,愚蠢的,That was a dumb idea.,那是個愚蠢的主意。
duty,/ˈdjuː.ti/,n.,職責,It is his duty to protect.,保護是他的職責。
eagle,/ˈiː.ɡəl/,n.,鷹,The eagle soared in the sky.,鷹在天空中翱翔。
earn,/ɜːrn/,v.,賺取,He earns a good salary.,他賺取了一份好薪水。
earrings,/ˈɪər.rɪŋz/,n.,耳環,She wore beautiful earrings.,她戴了漂亮的耳環。
ease,/iːz/,n.,輕鬆,He did the task with ease.,他輕鬆完成了任務。
edge,/edʒ/,n.,邊緣,He sat on the edge of the chair.,他坐在椅子的邊緣。
education,/ˌɛdʒ.ʊˈkeɪ.ʃən/,n.,教育,Education is important.,教育很重要。
effort,/ˈɛf.ərt/,n.,努力,He made a great effort.,他付出了很大的努力。
elder,/ˈɛl.dər/,adj.,年長的,She is the elder sister.,她是姐姐。
elect,/ɪˈlekt/,v.,選舉,They will elect a new president.,他們將選舉一位新總統。
electric,/ɪˈlek.trɪk/,adj.,電的,The electric bill is high.,電費很高。
embarrass,/ɪmˈbær.əs/,v.,使尷尬,He embarrassed himself.,他讓自己尷尬。
emotion,/ɪˈməʊ.ʃən/,n.,情感,She expressed her emotions.,她表達了她的情感。
emphasize,/ˈɛm.fə.saɪz/,v.,強調,He emphasized the importance of teamwork.,他強調了團隊合作的重要性。
employ,/ɪmˈplɔɪ/,v.,雇用,The company employs many people.,公司雇用了很多人。
empty,/ˈɛmp.ti/,adj.,空的,The room is empty.,房間是空的。
enemy,/ˈɛn.ə.mi/,n.,敵人,He is my enemy.,他是我的敵人。
energetic,/ˌɛn.ərˈdʒɛt.ɪk/,adj.,精力充沛的,She is an energetic person.,她是一個精力充沛的人。
energy,/ˈɛn.ər.dʒi/,n.,能量,He has a lot of energy.,他有很多能量。
engine,/ˈɛn.dʒɪn/,n.,引擎,The car engine is loud.,汽車引擎很吵。
entrance,/ˈɛn.trəns/,n.,入口,The entrance is over there.,入口在那邊。
environment,/ɪnˈvaɪr.ə.mənt/,n.,環境,The environment is clean.,環境很乾淨。
envy,/ˈɛn.vi/,n.,嫉妒,She feels envy towards her friend.,她嫉妒她的朋友。
equal,/ˈiː.kwəl/,adj.,相等的,They are equal in height.,他們身高相等。
error,/ˈɛr.ər/,n.,錯誤,He made an error.,他犯了一個錯誤。
especially,/ɪˈspeʃ.ə.li/,adv.,特別,She likes flowers, especially roses.,她喜歡花，特別是玫瑰。
event,/ɪˈvent/,n.,事件,The event was a success.,這次活動很成功。
everywhere,/ˈɛv.ri.wɛr/,adv.,到處,She looked everywhere.,她到處找。
evil,/ˈiː.vɪl/,adj.,邪惡的,He is an evil person.,他是一個邪惡的人。
exam,/ɪɡˈzæm/,n.,考試,She passed the exam.,她通過了考試。
excite,/ɪkˈsaɪt/,v.,使興奮,The news excited her.,這個消息讓她興奮。
exist,/ɪɡˈzɪst/,v.,存在,Does life exist on other planets?,其他星球上有生命存在嗎？
exit,/ˈɛk.sɪt/,n.,出口,The exit is over there.,出口在那邊。
expect,/ɪkˈspekt/,v.,期望,He expects a promotion.,他期望晉升。
explain,/ɪkˈspleɪn/,v.,解釋,She explained the rules.,她解釋了規則。
express,/ɪkˈsprɛs/,v.,表達,He expressed his feelings.,他表達了他的感受。
extra,/ˈɛk.strə/,adj.,額外的,She ordered an extra pizza.,她點了一個額外的披薩。
fair,/feər/,adj.,公平的,The game was fair.,比賽是公平的。
false,/fɔːls/,adj.,假的,The information is false.,這個信息是假的。
fancy,/ˈfæn.si/,adj.,華麗的,She wore a fancy dress.,她穿了一件華麗的裙子。
fantastic,/fænˈtæs.tɪk/,adj.,幻想的,The movie was fantastic.,這部電影很幻想。
fashionable,/ˈfæʃ.ə.nə.bəl/,adj.,時尚的,She is very fashionable.,她很時尚。
faucet,/ˈfɔː.sɪt/,n.,水龍頭,He turned off the faucet.,他關掉了水龍頭。
fault,/fɔːlt/,n.,過錯,It was his fault.,這是他的過錯。
fear,/fɪər/,n.,恐懼,She has a fear of heights.,她恐高。
fee,/fiː/,n.,費用,The entrance fee is high.,入場費很高。
female,/ˈfiː.meɪl/,n.,女性,She is a strong female.,她是一個堅強的女性。
fence,/fɛns/,n.,柵欄,The fence is high.,柵欄很高。
